Feeder,Model,Metric,Value
SSEN-280300806001,Boosting,R2,-3.8935033465389965
SSEN-280800104003,Boosting,R2,-1.1756945478093677
SSEN-280300830003,Boosting,R2,-1.377605759251538
SSEN-250101703502,Boosting,R2,-1.3261579773025565
SSEN-252901530001,Boosting,R2,-1.3451925323622653
SSEN-281600601003,Boosting,R2,-2.0020569324671285
SSEN-280300627001,Boosting,R2,-3.9161995148129183
SSEN-280800108001,Boosting,R2,-2.471747528541904
SSEN-251100402005,Boosting,R2,-8.622066878414351
SSEN-251200211502,Boosting,R2,-2.2836646088492074
SSEN-281200238003,Boosting,R2,-4.642790742840045
SSEN-281600801004,Boosting,R2,-13.449412545210603
SSEN-280700402004,Boosting,R2,-2.375520686276948
SSEN-281800116001,Boosting,R2,-4.283707694646239
SSEN-251201421002,Boosting,R2,-1.2548243608976715
SSEN-280700603002,Boosting,R2,-1.3006970036100074
SSEN-281800710002,Boosting,R2,-2.4612570359194255
SSEN-251100208001,Boosting,R2,-4.087853250652541
SSEN-282202803001,Mean (1 day),MSE,26758449.098728202
SSEN-282202803004,Mean (1 day),MSE,33242401.24761429
SSEN-281800600501,Mean (1 day),MSE,30327796.390193887
SSEN-282202403001,Mean (1 day),MSE,156660841.21589825
SSEN-280300412001,Mean (1 day),MSE,25313198.541028734
SSEN-282201106002,Mean (1 day),MSE,38036661.63319411
SSEN-282201106003,Mean (1 day),MSE,27441700.027265105
SSEN-280301604003,Mean (1 day),MSE,81692615.76942636
SSEN-280301604004,Mean (1 day),MSE,25488566.895288616
SSEN-280961202601,Mean (1 day),MSE,84904046.81301267
SSEN-280700102001,Mean (1 day),MSE,39466193.72280093
SSEN-252901206003,Mean (1 day),MSE,4.209320281425855e+18
SSEN-282200516001,Mean (1 day),MSE,42646738.97778301
SSEN-252100814003,Mean (1 day),MSE,70992061.33482479
SSEN-252900102003,Mean (1 day),MSE,24318035.79475729
SSEN-281800302004,Mean (1 day),MSE,33767069.499665014
SSEN-250101609505,Mean (1 day),MSE,44298521.32978246
SSEN-280300214001,Mean (1 day),MSE,24112265.181502264
SSEN-251200212704,Mean (1 day),MSE,25486802.675848246
SSEN-282200409701,Mean (1 day),MSE,170247239.91766
SSEN-282200920002,Mean (1 day),MSE,39068711.78853527
SSEN-281600402001,Mean (1 day),MSE,81682551.65249816
SSEN-281600402002,Mean (1 day),MSE,26951141.25671141
SSEN-280800127502,Mean (1 day),MSE,26338931.17986811
SSEN-281600510002,Mean (1 day),MSE,28096831.229996853
SSEN-251100913003,Mean (1 day),MSE,65033769.05843645
SSEN-282201018001,Mean (1 day),MSE,51128499.87068012
SSEN-282201018002,Mean (1 day),MSE,26295405.029979955
SSEN-280301608002,Mean (1 day),MSE,100086008.98971151
SSEN-250101613504,Mean (1 day),MSE,24407961.438050546
SSEN-281800318003,Mean (1 day),MSE,40280784.560822144
SSEN-282202618004,Mean (1 day),MSE,27096561.813912775
SSEN-280302008001,Mean (1 day),MSE,26640579.77466676
SSEN-280500604001,Mean (1 day),MSE,60667083.14505558
SSEN-280460408005,Mean (1 day),MSE,54655671.71456991
SSEN-281800708002,Mean (1 day),MSE,113795854.19127516
SSEN-252900230005,Mean (1 day),MSE,25698966.915189806
SSEN-280301604602,Mean (1 day),MSE,36292367.39966675
SSEN-252901118001,Mean (1 day),MSE,25029169.661446687
SSEN-280700508002,Mean (1 day),MSE,56721133.81284081
SSEN-280960203001,Mean (1 day),MSE,52951542.89597315
SSEN-281800118004,Mean (1 day),MSE,26402585.58730658
SSEN-280302208002,Mean (1 day),MSE,89606322.79899853
SSEN-281800909001,Mean (1 day),MSE,32011404.270926546
SSEN-280960405303,Mean (1 day),MSE,25061021.88764215
SSEN-281800704003,Mean (1 day),MSE,23929209.813353498
SSEN-250100501201,Mean (1 day),MSE,68541115.42091958
SSEN-280800202002,Mean (1 day),MSE,58457787.00579383
SSEN-282202615003,Mean (1 day),MSE,33866305.001677856
SSEN-282200824601,Mean (1 day),MSE,151121495.72189596
SSEN-280460106002,Mean (1 day),MSE,26140563.197092306
SSEN-251201419002,Mean (1 day),MSE,26043386.184927873
SSEN-251201419006,Mean (1 day),MSE,99720564.99446833
SSEN-282200203001,Mean (1 day),MSE,29006811.8713297
SSEN-282200203002,Mean (1 day),MSE,29485792.117580745
SSEN-282200203004,Mean (1 day),MSE,26487485.27875652
SSEN-281101608007,Mean (1 day),MSE,29508310.355483316
SSEN-281800324005,Mean (1 day),MSE,30247966.367534146
SSEN-251200813002,Mean (1 day),MSE,65210337.93098666
SSEN-281101316005,Mean (1 day),MSE,32246668.086773522
SSEN-251201202004,Mean (1 day),MSE,45522636.59830876
SSEN-280700108001,Mean (1 day),MSE,42059163.35067114
SSEN-281601014003,Mean (1 day),MSE,41027592.56475171
SSEN-280300208002,Mean (1 day),MSE,55386800.707727455
SSEN-282202608001,Mean (1 day),MSE,157978638.8061294
SSEN-281601110002,Mean (1 day),MSE,26561222.506210383
SSEN-280300510001,Mean (1 day),MSE,35333176.0355291
SSEN-281800406001,Mean (1 day),MSE,30657603.34886803
SSEN-281800410001,Mean (1 day),MSE,54090441.96645751
SSEN-251100919005,Mean (1 day),MSE,51275685.96891311
SSEN-251200809002,Mean (1 day),MSE,54429623.60817488
SSEN-281800914004,Mean (1 day),MSE,26072578.182900466
SSEN-280700104001,Mean (1 day),MSE,35333866.023827836
SSEN-280700104002,Mean (1 day),MSE,33138333.355626054
SSEN-281600609001,Mean (1 day),MSE,35926167.86107615
SSEN-280302002001,Mean (1 day),MSE,32300712.897572357
SSEN-280301004002,Mean (1 day),MSE,43305251.70805369
SSEN-280300838003,Mean (1 day),MSE,69957401.89882785
SSEN-281101320001,Mean (1 day),MSE,24251904.948001146
SSEN-252600510002,Mean (1 day),MSE,29027669.53109852
SSEN-282200546001,Mean (1 day),MSE,58875621.05238628
SSEN-280800711005,Mean (1 day),MSE,31736012.79414849
SSEN-280960710203,Mean (1 day),MSE,34179677.72685088
SSEN-280700345003,Mean (1 day),MSE,40147014.59607162
SSEN-281200318001,Mean (1 day),MSE,27612870.764786087
SSEN-281600608003,Mean (1 day),MSE,28268060.399972614
SSEN-280302214003,Mean (1 day),MSE,24266052.5693425
SSEN-190900228504,Mean (1 day),MSE,24548762.334416945
SSEN-280301212005,Mean (1 day),MSE,28915050.57741427
SSEN-252900918001,Mean (1 day),MSE,44946524.00806302
SSEN-281600612003,Mean (1 day),MSE,27487831.284733884
SSEN-281201006001,Mean (1 day),MSE,56744712.2069934
SSEN-281200302005,Mean (1 day),MSE,27176744.511978008
SSEN-282202609004,Mean (1 day),MSE,59222018.269799225
SSEN-280500510004,Mean (1 day),MSE,30166495.840548683
SSEN-251200804002,Mean (1 day),MSE,25240427.191088732
SSEN-251200804003,Mean (1 day),MSE,37839601.7016831
SSEN-251100502001,Mean (1 day),MSE,38138368.201986045
SSEN-251100612002,Mean (1 day),MSE,52720430.36212773
SSEN-281201005001,Mean (1 day),MSE,64875050.01923998
SSEN-251200305002,Mean (1 day),MSE,49975781.7456801
SSEN-281601112001,Mean (1 day),MSE,35018815.45176176
SSEN-282201026003,Mean (1 day),MSE,26904294.9277737
SSEN-281101504001,Mean (1 day),MSE,35141867.49701716
SSEN-252801204001,Mean (1 day),MSE,38060344.68005453
SSEN-281600607001,Mean (1 day),MSE,26464492.056720726
SSEN-281600607005,Mean (1 day),MSE,23980153.9956102
SSEN-251101202001,Mean (1 day),MSE,25932489.22692953
SSEN-280960801501,Mean (1 day),MSE,70603795.66998741
SSEN-281800608504,Mean (1 day),MSE,26541000.877111886
SSEN-282202201001,Mean (1 day),MSE,38055775.84153617
SSEN-282202606003,Mean (1 day),MSE,42970932.54060927
SSEN-281800306003,Mean (1 day),MSE,23790572.813257366
SSEN-281601108004,Mean (1 day),MSE,38335771.44359678
SSEN-282200504004,Mean (1 day),MSE,48144364.154796444
SSEN-280460416001,Mean (1 day),MSE,42720316.93154887
SSEN-280800114001,Mean (1 day),MSE,88148319.6738121
SSEN-281101318002,Mean (1 day),MSE,37146504.89379719
SSEN-281800412001,Mean (1 day),MSE,47570222.01732907
SSEN-282200928005,Mean (1 day),MSE,271308168.1381082
SSEN-281200232001,Mean (1 day),MSE,28915521.59280621
SSEN-281800405001,Mean (1 day),MSE,52111154.17584822
SSEN-250802301001,Mean (1 day),MSE,25483736.491322357
SSEN-281800106001,Mean (1 day),MSE,5.014033630465262e+18
SSEN-281800413001,Mean (1 day),MSE,25491652.609005056
SSEN-280302216001,Mean (1 day),MSE,25427799.025601815
SSEN-280302216002,Mean (1 day),MSE,70495777424.39568
SSEN-251100609001,Mean (1 day),MSE,34164838.20503588
SSEN-280960704204,Mean (1 day),MSE,48223520.226431414
SSEN-282200544002,Mean (1 day),MSE,56737051.9712901
SSEN-251200810001,Mean (1 day),MSE,50952715.74027078
SSEN-280500504004,Mean (1 day),MSE,45385286.0575713
SSEN-280700326001,Mean (1 day),MSE,24115214.74874161
SSEN-280700326002,Mean (1 day),MSE,37848957.701761745
SSEN-280300118002,Mean (1 day),MSE,49302669.16954759
SSEN-281800409004,Mean (1 day),MSE,112885290.78315218
SSEN-281800409005,Mean (1 day),MSE,76113293.82256712
SSEN-251200806001,Mean (1 day),MSE,30208997.554125298
SSEN-251200806002,Mean (1 day),MSE,41937465.12864991
SSEN-252900920003,Mean (1 day),MSE,23905990.32479551
SSEN-280700330001,Mean (1 day),MSE,28244486.13981229
SSEN-190900636001,Mean (1 day),MSE,32769159.854950257
SSEN-252901130007,Mean (1 day),MSE,78700489.57647337
SSEN-282000444004,Mean (1 day),MSE,44085804.88907533
SSEN-280700218002,Mean (1 day),MSE,26166609.62477862
SSEN-280300708001,Mean (1 day),MSE,42470612.84150121
SSEN-281200212003,Mean (1 day),MSE,36255249.61068292
SSEN-281800130001,Mean (1 day),MSE,40464158.17441798
SSEN-280460406001,Mean (1 day),MSE,28335711.705038793
SSEN-280700301001,Mean (1 day),MSE,336199873.7346779
SSEN-280700614003,Mean (1 day),MSE,24915974.524250217
SSEN-282202616002,Mean (1 day),MSE,30757374.624219332
SSEN-280961109503,Mean (1 day),MSE,26251500.27988674
SSEN-282201128002,Mean (1 day),MSE,25352522.92837668
SSEN-282201128003,Mean (1 day),MSE,25866710.50034082
SSEN-281800506001,Mean (1 day),MSE,53256311.51607069
SSEN-252901510002,Mean (1 day),MSE,57963990.01715139
SSEN-281101308001,Mean (1 day),MSE,30762381.180322506
SSEN-280800129502,Mean (1 day),MSE,31329867.014183097
SSEN-252601001002,Mean (1 day),MSE,41725040.12383485
SSEN-252601001004,Mean (1 day),MSE,31748167.181082804
SSEN-251200709502,Mean (1 day),MSE,33526540.389261745
SSEN-281800510005,Mean (1 day),MSE,40942799.17157497
SSEN-282201132002,Mean (1 day),MSE,27608121.615436815
SSEN-281601114001,Mean (1 day),MSE,41389373.79259005
SSEN-281601114003,Mean (1 day),MSE,25988681.46401939
SSEN-282200918001,Mean (1 day),MSE,41336132.34196727
SSEN-282200918002,Mean (1 day),MSE,30198699.535607766
SSEN-250101703502,Mean (1 day),MSE,54593369.72967059
SSEN-281601102002,Mean (1 day),MSE,36595487.44539116
SSEN-251100602001,Mean (1 day),MSE,30852453.943503566
SSEN-282200522001,Mean (1 day),MSE,25776853.028025378
SSEN-282200522002,Mean (1 day),MSE,28139463.829383377
SSEN-282200824804,Mean (1 day),MSE,31298588.454829067
SSEN-280300109004,Mean (1 day),MSE,28902768.051305577
SSEN-281101312001,Mean (1 day),MSE,29394488.26103714
SSEN-282200922005,Mean (1 day),MSE,32208350.47871225
SSEN-282200922008,Mean (1 day),MSE,38747063.81580909
SSEN-251100906004,Mean (1 day),MSE,30814297.63764215
SSEN-280500514001,Mean (1 day),MSE,33611789.21258914
SSEN-252801203001,Mean (1 day),MSE,55380180.35146346
SSEN-281800618003,Mean (1 day),MSE,24389427.975965355
SSEN-281800618004,Mean (1 day),MSE,28337638.207136117
SSEN-280300703502,Mean (1 day),MSE,50297324.6678435
SSEN-281800907002,Mean (1 day),MSE,43707351.67283336
SSEN-281800116001,Mean (1 day),MSE,29282313.994185787
SSEN-281200234001,Mean (1 day),MSE,31039943.800009318
SSEN-281800403001,Mean (1 day),MSE,26788972.913276013
SSEN-250802307002,Mean (1 day),MSE,27189507.537253566
SSEN-280700510003,Mean (1 day),MSE,26774989.80172505
SSEN-281600509003,Mean (1 day),MSE,25737986.045674868
SSEN-281800911001,Mean (1 day),MSE,27633339.879427668
SSEN-282201017003,Mean (1 day),MSE,91473776.39099786
SSEN-280460104004,Mean (1 day),MSE,29337293.36577181
SSEN-280700212004,Mean (1 day),MSE,28933685.82018142
SSEN-282202601001,Mean (1 day),MSE,68216078.41634041
SSEN-280800715004,Mean (1 day),MSE,67928210.7069264
SSEN-250460116003,Mean (1 day),MSE,31037818.580667995
SSEN-251101008001,Mean (1 day),MSE,24433682.336467646
SSEN-251101008002,Mean (1 day),MSE,25584965.03281134
SSEN-281200218002,Mean (1 day),MSE,30809099.409069728
SSEN-280301810001,Mean (1 day),MSE,31155109.50397325
SSEN-282202403001,Mean (1 day),RMSE,12516.422860222414
SSEN-282201106002,Mean (1 day),RMSE,6167.386937203965
SSEN-280301604003,Mean (1 day),RMSE,9038.396747732773
SSEN-280961202601,Mean (1 day),RMSE,9214.33919567826
SSEN-280700102001,Mean (1 day),RMSE,6282.212486282276
SSEN-252901206003,Mean (1 day),RMSE,2051662808.900589
SSEN-282200516001,Mean (1 day),RMSE,6530.447073346741
SSEN-252100814003,Mean (1 day),RMSE,8425.67868689667
SSEN-250101609505,Mean (1 day),RMSE,6655.713435070838
SSEN-282200409701,Mean (1 day),RMSE,13047.882583686136
SSEN-282200920002,Mean (1 day),RMSE,6250.496923328198
SSEN-281600402001,Mean (1 day),RMSE,9037.839988210577
SSEN-251100913003,Mean (1 day),RMSE,8064.351744463807
SSEN-282201018001,Mean (1 day),RMSE,7150.419559066456
SSEN-280301608002,Mean (1 day),RMSE,10004.299525189732
SSEN-281800318003,Mean (1 day),RMSE,6346.714469772698
SSEN-280500604001,Mean (1 day),RMSE,7788.907699097196
SSEN-280460408005,Mean (1 day),RMSE,7392.947430799837
SSEN-281800708002,Mean (1 day),RMSE,10667.513964897124
SSEN-280301604602,Mean (1 day),RMSE,6024.314682988162
SSEN-280700508002,Mean (1 day),RMSE,7531.343426829028
SSEN-280960203001,Mean (1 day),RMSE,7276.781080668372
SSEN-280302208002,Mean (1 day),RMSE,9466.061630847253
SSEN-250100501201,Mean (1 day),RMSE,8278.956179429842
SSEN-280800202002,Mean (1 day),RMSE,7645.76922263508
SSEN-282200824601,Mean (1 day),RMSE,12293.148324245338
SSEN-251201419006,Mean (1 day),RMSE,9986.018475572151
SSEN-251200813002,Mean (1 day),RMSE,8075.291817079223
SSEN-251201202004,Mean (1 day),RMSE,6747.04650927417
SSEN-280700108001,Mean (1 day),RMSE,6485.303643675533
SSEN-281601014003,Mean (1 day),RMSE,6405.278492364849
SSEN-280300208002,Mean (1 day),RMSE,7442.230895889179
SSEN-282202608001,Mean (1 day),RMSE,12568.955358586067
SSEN-281800410001,Mean (1 day),RMSE,7354.620450197108
SSEN-251100919005,Mean (1 day),RMSE,7160.704292799215
SSEN-251200809002,Mean (1 day),RMSE,7377.6434996667385
SSEN-281600609001,Mean (1 day),RMSE,5993.844163896501
SSEN-280301004002,Mean (1 day),RMSE,6580.672587817578
SSEN-280300838003,Mean (1 day),RMSE,8364.054154465277
SSEN-282200546001,Mean (1 day),RMSE,7673.045096465045
SSEN-280700345003,Mean (1 day),RMSE,6336.1671849842805
SSEN-252900918001,Mean (1 day),RMSE,6704.21688253468
SSEN-281201006001,Mean (1 day),RMSE,7532.908615335341
SSEN-282202609004,Mean (1 day),RMSE,7695.584335825268
SSEN-251200804003,Mean (1 day),RMSE,6151.390225118473
SSEN-251100502001,Mean (1 day),RMSE,6175.626948090861
SSEN-251100612002,Mean (1 day),RMSE,7260.8835799871995
SSEN-281201005001,Mean (1 day),RMSE,8054.504951841545
SSEN-251200305002,Mean (1 day),RMSE,7069.355115261936
SSEN-252801204001,Mean (1 day),RMSE,6169.306661210361
SSEN-280960801501,Mean (1 day),RMSE,8402.606480728906
SSEN-282202201001,Mean (1 day),RMSE,6168.936362253721
SSEN-282202606003,Mean (1 day),RMSE,6555.221776615133
SSEN-281601108004,Mean (1 day),RMSE,6191.588765704388
SSEN-282200504004,Mean (1 day),RMSE,6938.613993788417
SSEN-280460416001,Mean (1 day),RMSE,6536.078100172065
SSEN-280800114001,Mean (1 day),RMSE,9388.733656559447
SSEN-281101318002,Mean (1 day),RMSE,6094.793260956207
SSEN-281800412001,Mean (1 day),RMSE,6897.116935164218
SSEN-282200928005,Mean (1 day),RMSE,16471.434914363355
SSEN-281800405001,Mean (1 day),RMSE,7218.805592052485
SSEN-281800106001,Mean (1 day),RMSE,2239203793.866307
SSEN-280302216002,Mean (1 day),RMSE,265510.4092580848
SSEN-280960704204,Mean (1 day),RMSE,6944.315677331454
SSEN-282200544002,Mean (1 day),RMSE,7532.400146785226
SSEN-251200810001,Mean (1 day),RMSE,7138.1171004874095
SSEN-280500504004,Mean (1 day),RMSE,6736.860252192508
SSEN-280700326002,Mean (1 day),RMSE,6152.150656620963
SSEN-280300118002,Mean (1 day),RMSE,7021.585944040533
SSEN-281800409004,Mean (1 day),RMSE,10624.74897506535
SSEN-281800409005,Mean (1 day),RMSE,8724.293313648224
SSEN-251200806002,Mean (1 day),RMSE,6475.914231106672
SSEN-252901130007,Mean (1 day),RMSE,8871.329639714295
SSEN-282000444004,Mean (1 day),RMSE,6639.714217424974
SSEN-280300708001,Mean (1 day),RMSE,6516.94812327835
SSEN-281200212003,Mean (1 day),RMSE,6021.233230052039
SSEN-281800130001,Mean (1 day),RMSE,6361.14440760607
SSEN-280700301001,Mean (1 day),RMSE,18335.75397235352
SSEN-281800506001,Mean (1 day),RMSE,7297.692204804933
SSEN-252901510002,Mean (1 day),RMSE,7613.408567596474
SSEN-252601001002,Mean (1 day),RMSE,6459.492249692296
SSEN-281800510005,Mean (1 day),RMSE,6398.65604416857
SSEN-281601114001,Mean (1 day),RMSE,6433.4573747395
SSEN-282200918001,Mean (1 day),RMSE,6429.318186399493
SSEN-250101703502,Mean (1 day),RMSE,7388.73261998772
SSEN-281601102002,Mean (1 day),RMSE,6049.420422271142
SSEN-282200922008,Mean (1 day),RMSE,6224.713954537116
SSEN-252801203001,Mean (1 day),RMSE,7441.786099550528
SSEN-280300703502,Mean (1 day),RMSE,7092.060678522393
SSEN-281800907002,Mean (1 day),RMSE,6611.153581095614
SSEN-282201017003,Mean (1 day),RMSE,9564.192406627852
SSEN-282202601001,Mean (1 day),RMSE,8259.302538128773
SSEN-280800715004,Mean (1 day),RMSE,8241.857236504791
SSEN-282202403001,Mean (1 day),MAE,8156.704697986575
SSEN-282201106002,Mean (1 day),MAE,5103.389121923938
SSEN-280301604003,Mean (1 day),MAE,7561.040268456376
SSEN-280961202601,Mean (1 day),MAE,5941.683445190158
SSEN-252901206003,Mean (1 day),MAE,980061623.0637584
SSEN-282200516001,Mean (1 day),MAE,5675.04096756152
SSEN-252100814003,Mean (1 day),MAE,6947.420581655481
SSEN-281800302004,Mean (1 day),MAE,4985.48937360179
SSEN-250101609505,Mean (1 day),MAE,5714.553131991052
SSEN-282200409701,Mean (1 day),MAE,11471.808305369128
SSEN-282200920002,Mean (1 day),MAE,5216.206795302013
SSEN-281600402001,Mean (1 day),MAE,7499.044742729308
SSEN-251100913003,Mean (1 day),MAE,5613.5545302013425
SSEN-282201018001,Mean (1 day),MAE,5793.44379194631
SSEN-280301608002,Mean (1 day),MAE,7994.64960850112
SSEN-281800318003,Mean (1 day),MAE,5582.748322147651
SSEN-280500604001,Mean (1 day),MAE,6499.8406040268455
SSEN-280460408005,Mean (1 day),MAE,6071.45567673378
SSEN-281800708002,Mean (1 day),MAE,7926.506711409396
SSEN-280301604602,Mean (1 day),MAE,5085.1261185682315
SSEN-280700508002,Mean (1 day),MAE,6219.073825503356
SSEN-280960203001,Mean (1 day),MAE,6161.942953020134
SSEN-280302208002,Mean (1 day),MAE,8312.372483221476
SSEN-250100501201,Mean (1 day),MAE,6987.163590604027
SSEN-280800202002,Mean (1 day),MAE,6336.002516778523
SSEN-282200824601,Mean (1 day),MAE,10462.555369127516
SSEN-251201419006,Mean (1 day),MAE,6184.95427852349
SSEN-251200813002,Mean (1 day),MAE,6762.2295861297525
SSEN-251201202004,Mean (1 day),MAE,5631.3558445190165
SSEN-280700108001,Mean (1 day),MAE,5320.147651006711
SSEN-281601014003,Mean (1 day),MAE,5426.871644295302
SSEN-280300208002,Mean (1 day),MAE,5871.663870246086
SSEN-282202608001,Mean (1 day),MAE,10232.758808724831
SSEN-251100919005,Mean (1 day),MAE,5320.224832214764
SSEN-251200809002,Mean (1 day),MAE,5964.466442953021
SSEN-280700104001,Mean (1 day),MAE,5181.102908277405
SSEN-281600609001,Mean (1 day),MAE,5010.587527964205
SSEN-280301004002,Mean (1 day),MAE,5566.493288590604
SSEN-280300838003,Mean (1 day),MAE,6880.025167785237
SSEN-282200546001,Mean (1 day),MAE,6308.6912751677855
SSEN-280700345003,Mean (1 day),MAE,5114.546280760627
SSEN-252900918001,Mean (1 day),MAE,5467.1107382550335
SSEN-281201006001,Mean (1 day),MAE,6342.523489932887
SSEN-282202609004,Mean (1 day),MAE,5678.203020134229
SSEN-251100502001,Mean (1 day),MAE,5092.707074944072
SSEN-251100612002,Mean (1 day),MAE,5945.4010067114095
SSEN-281201005001,Mean (1 day),MAE,6634.7238534675635
SSEN-251200305002,Mean (1 day),MAE,5988.856124161073
SSEN-281601112001,Mean (1 day),MAE,5058.045302013423
SSEN-280960801501,Mean (1 day),MAE,6473.629194630873
SSEN-282202201001,Mean (1 day),MAE,5213.1510067114095
SSEN-282202606003,Mean (1 day),MAE,5564.7802013422815
SSEN-282200504004,Mean (1 day),MAE,5940.723294183445
SSEN-280460416001,Mean (1 day),MAE,5554.568791946309
SSEN-280800114001,Mean (1 day),MAE,6235.58668903803
SSEN-281101318002,Mean (1 day),MAE,5093.497483221477
SSEN-282200928005,Mean (1 day),MAE,10014.504194630872
SSEN-281800405001,Mean (1 day),MAE,5992.329418344519
SSEN-281800106001,Mean (1 day),MAE,533271739.4949666
SSEN-280302216002,Mean (1 day),MAE,237309.01901565987
SSEN-251100609001,Mean (1 day),MAE,4997.026286353466
