Feeder,Model,Metric,Value
SSEN-252901302002,Persistence,MAPE,77.7078273082379
SSEN-282200916001,Persistence,MAPE,64.94919749595559
SSEN-280301014003,Persistence,MAPE,58.87543691375713
SSEN-252900102004,Persistence,MAPE,79.48258810171374
SSEN-282200404003,Persistence,MAPE,60.49031858992178
SSEN-281101326002,Persistence,MAPE,74.67802575933148
SSEN-251101210004,Persistence,MAPE,125.90505418331392
SSEN-280961003403,Persistence,MAPE,66.87646373042261
SSEN-251200403001,Persistence,MAPE,74.27552028343162
SSEN-280300408003,Persistence,MAPE,81.54680125910636
SSEN-281800226002,Persistence,MAPE,85.42575478197308
SSEN-280301604301,Persistence,MAPE,67.83705900921385
SSEN-280301604303,Persistence,MAPE,83.82291858988398
SSEN-281600603001,Persistence,MAPE,61.54420350921453
SSEN-282202618003,Persistence,MAPE,59.05402956691329
SSEN-280300520002,Persistence,MAPE,60.57871483188249
SSEN-280300832002,Persistence,MAPE,78.88330647080704
SSEN-251100616001,Persistence,MAPE,110.31880048242914
SSEN-251201402004,Persistence,MAPE,65.1524094226452
SSEN-251201402005,Persistence,MAPE,64.22299712440814
SSEN-251201403002,Persistence,MAPE,75.66907026725092
SSEN-281800708001,Persistence,MAPE,64.60005200424798
SSEN-280301604606,Persistence,MAPE,69.14157657787207
SSEN-190900632001,Persistence,MAPE,65.7778196173205
SSEN-252901118003,Persistence,MAPE,72.75546321718296
SSEN-280960804501,Persistence,MAPE,70.66177417242623
SSEN-280960804502,Persistence,MAPE,96.87072761913662
SSEN-280700508001,Persistence,MAPE,62.80199134365228
SSEN-280960203002,Persistence,MAPE,79.47243332174861
SSEN-252900932003,Persistence,MAPE,59.36771652395447
SSEN-251201301002,Persistence,MAPE,60.446384020090896
SSEN-280300632003,Persistence,MAPE,92.71716225623553
SSEN-280301812001,Persistence,MAPE,71.4045999199843
SSEN-280800717003,Persistence,MAPE,68.86919883999026
SSEN-280301015006,Persistence,MAPE,82.28985778147522
SSEN-281300142001,Persistence,MAPE,62.3816636459869
SSEN-281101316001,Persistence,MAPE,65.53591820080091
SSEN-281300124002,Persistence,MAPE,70.56073294166761
SSEN-282201136002,Persistence,MAPE,221.46553279072324
SSEN-252901502005,Persistence,MAPE,87.59949777916192
SSEN-280300602501,Persistence,MAPE,74.1745512588969
SSEN-280800116002,Persistence,MAPE,73.11010870079438
SSEN-280301602002,Persistence,MAPE,63.53578460946597
SSEN-280300615001,Persistence,MAPE,70.58796158641915
SSEN-280460402004,Persistence,MAPE,60.06717438120359
SSEN-190900638001,Persistence,MAPE,79.27423039405973
SSEN-190900638002,Persistence,MAPE,94.62747776004615
SSEN-190900638007,Persistence,MAPE,68.39659231796506
SSEN-280700312003,Persistence,MAPE,65.6122651683456
SSEN-280700410004,Persistence,MAPE,75.51101829238469
SSEN-252900216004,Persistence,MAPE,59.31913491864527
SSEN-251200222001,Persistence,MAPE,92.15855352034498
SSEN-280302202004,Persistence,MAPE,60.994740758105735
SSEN-250802303005,Persistence,MAPE,64.85188196231731
SSEN-190900228501,Persistence,MAPE,82.40343151062687
SSEN-281800903003,Persistence,MAPE,64.81141859284261
SSEN-281601003003,Persistence,MAPE,97.57840808592323
SSEN-190900634003,Persistence,MAPE,91.25409890573967
SSEN-281101602002,Persistence,MAPE,59.01611943887827
SSEN-251100514004,Persistence,MAPE,59.525952373818825
SSEN-282200908001,Persistence,MAPE,82.52532147212872
SSEN-280300524004,Persistence,MAPE,64.13279946559005
SSEN-280300621003,Persistence,MAPE,68.84062774863534
SSEN-280960801502,Persistence,MAPE,69.95981435775695
SSEN-280960801504,Persistence,MAPE,63.71079601541254
SSEN-280960801510,Persistence,MAPE,61.297525501799136
SSEN-251200807005,Persistence,MAPE,66.3718115212263
SSEN-281101314002,Persistence,MAPE,62.25584716753384
SSEN-281800326001,Persistence,MAPE,64.81447573253215
SSEN-281800326003,Persistence,MAPE,70.37366150453008
SSEN-282200904001,Persistence,MAPE,64.36040491869225
SSEN-281101508001,Persistence,MAPE,60.56287884607008
SSEN-281101318001,Persistence,MAPE,80.28522130237577
SSEN-281101318003,Persistence,MAPE,60.526529588650945
SSEN-281800604502,Persistence,MAPE,61.16625813124965
SSEN-281800412002,Persistence,MAPE,62.36218234766373
SSEN-280700110001,Persistence,MAPE,60.9420813650724
SSEN-282200928001,Persistence,MAPE,69.3805027454971
SSEN-281200320001,Persistence,MAPE,123.771407099511
SSEN-282202806001,Persistence,MAPE,74.23605706520063
SSEN-280300114002,Persistence,MAPE,60.25287530404264
SSEN-280300114003,Persistence,MAPE,67.94958107961793
SSEN-282201050004,Persistence,MAPE,62.270721391845555
SSEN-280301206005,Persistence,MAPE,100.26180558673614
SSEN-280300102002,Persistence,MAPE,59.55040437796073
SSEN-280302216002,Persistence,MAPE,283.6194446770758
SSEN-280700202001,Persistence,MAPE,61.169364818530845
SSEN-280700202002,Persistence,MAPE,73.10368855062752
SSEN-251200308002,Persistence,MAPE,63.86737011071764
SSEN-280800226004,Persistence,MAPE,103.34823841259593
SSEN-251200406005,Persistence,MAPE,80.93117718813436
SSEN-282200837003,Persistence,MAPE,60.11033461868684
SSEN-190900636006,Persistence,MAPE,72.90279640494208
SSEN-280700520004,Persistence,MAPE,73.24366986170297
SSEN-281600606002,Persistence,MAPE,60.82527628393745
SSEN-250101616503,Persistence,MAPE,104.38529176744868
SSEN-252901204002,Persistence,MAPE,74.86406661985771
SSEN-252900116001,Persistence,MAPE,66.7968526061486
SSEN-280961109502,Persistence,MAPE,68.23354242180356
SSEN-252901212003,Persistence,MAPE,68.3718024440707
SSEN-282201132005,Persistence,MAPE,69.00812395320483
SSEN-281300120003,Persistence,MAPE,66.94930212733765
SSEN-281200501003,Persistence,MAPE,84.842173812849
SSEN-281200501004,Persistence,MAPE,64.12928058453521
SSEN-280800108001,Persistence,MAPE,154.76981584349184
SSEN-251100402005,Persistence,MAPE,105.29771081498144
SSEN-281200238001,Persistence,MAPE,63.23630553849146
SSEN-280960201003,Persistence,MAPE,68.9652796319993
SSEN-281600801001,Persistence,MAPE,170.63076917752912
SSEN-281600801003,Persistence,MAPE,66.43193083498944
SSEN-280700208003,Persistence,MAPE,63.361570201374086
SSEN-280300132004,Persistence,MAPE,60.46308949858087
SSEN-280300112003,Persistence,MAPE,107.63104030679797
SSEN-251100208004,Persistence,MAPE,79.25242190168414
SSEN-280700204004,Persistence,MAPE,72.04309269298746
SSEN-282202617002,Persistence,MAPE,76.59664255873075
SSEN-280301810002,Persistence,MAPE,82.67083515515498
SSEN-280301810003,Persistence,MAPE,66.83147194588321
SSEN-280301612001,Persistence,R2,-1.8242460600386177
SSEN-282202803001,Persistence,R2,-2.830172132226004
SSEN-282201110004,Persistence,R2,-2.0994373400078734
SSEN-281800912003,Persistence,R2,-1.3926521657905568
SSEN-280301604001,Persistence,R2,-2.2427663341019373
SSEN-280700102002,Persistence,R2,-4.690374872636409
SSEN-252901302002,Persistence,R2,-1.9367295524219563
SSEN-280301014003,Persistence,R2,-2.936730149092205
SSEN-282200516002,Persistence,R2,-1.694517852159306
SSEN-252900102004,Persistence,R2,-1.453796846700682
SSEN-281101326002,Persistence,R2,-3.0718015526359883
SSEN-251101210004,Persistence,R2,-11.2548250179126
SSEN-280800127502,Persistence,R2,-1.6488969910599969
SSEN-280300408003,Persistence,R2,-2.3287765370914038
SSEN-280301604301,Persistence,R2,-2.205076753968592
SSEN-280301604303,Persistence,R2,-3.1538255560027553
SSEN-280301604305,Persistence,R2,-1.7900567455004297
SSEN-252900134001,Persistence,R2,-1.9558632771806863
SSEN-281600603001,Persistence,R2,-3.52739816624893
SSEN-282202618003,Persistence,R2,-1.4391901059176262
SSEN-280300520002,Persistence,R2,-2.3108089904374833
SSEN-280300832002,Persistence,R2,-2.0302031053995733
SSEN-251101006004,Persistence,R2,-5.685043804813783
SSEN-282200632004,Persistence,R2,-1.8884000221432076
SSEN-282202619001,Persistence,R2,-1.4241900996610273
SSEN-250101612501,Persistence,R2,-1.6581855546271624
SSEN-280301604607,Persistence,R2,-1.6974260724692725
SSEN-281600602001,Persistence,R2,-1.5738969228208952
SSEN-281600602006,Persistence,R2,-1.5309380296496342
SSEN-252901118003,Persistence,R2,-1.86138228142798
SSEN-280700508001,Persistence,R2,-2.3779893406743033
SSEN-280960203002,Persistence,R2,-2.335138771115549
SSEN-280300632003,Persistence,R2,-5.79220143695347
SSEN-280800717002,Persistence,R2,-1.586576988334695
SSEN-282200628002,Persistence,R2,-4.267270811220596
SSEN-280302212002,Persistence,R2,-1.6436328536495513
SSEN-280302212006,Persistence,R2,-1.7460850810864867
SSEN-281101608002,Persistence,R2,-2.8776002621480736
SSEN-280700512001,Persistence,R2,-1.7048569166983087
SSEN-280302204002,Persistence,R2,-1.8806344722650579
SSEN-280300110002,Persistence,R2,-1.652956360536848
SSEN-281800114001,Persistence,R2,-1.5343297806305976
SSEN-282200612002,Persistence,R2,-3.0817076267320154
SSEN-281800236001,Persistence,R2,-1.5761088399038492
SSEN-280300623001,Persistence,R2,-1.6496954907921744
SSEN-280300623002,Persistence,R2,-3.749224025291057
SSEN-281601014004,Persistence,R2,-2.0264573707601867
SSEN-281600605006,Persistence,R2,-1.400379569951395
SSEN-250101711503,Persistence,R2,-1.7845229213165528
SSEN-251200223001,Persistence,R2,-1.7751406902709808
SSEN-280300228002,Persistence,R2,-1.3928393325365596
SSEN-281800502003,Persistence,R2,-1.9290119782004291
SSEN-280301602002,Persistence,R2,-1.762740462924787
SSEN-280700606005,Persistence,R2,-1.4476073476415774
SSEN-252600803001,Persistence,R2,-2.015125323121698
SSEN-282200510003,Persistence,R2,-1.69549609799575
SSEN-280960707203,Persistence,R2,-1.4184702596736107
SSEN-281101320003,Persistence,R2,-2.3991671087807207
SSEN-190900638001,Persistence,R2,-1.722214508529059
SSEN-190900638002,Persistence,R2,-2.3204232232187167
SSEN-280700410004,Persistence,R2,-3.6544802502502876
SSEN-280700502003,Persistence,R2,-2.031354152145584
SSEN-282201052003,Persistence,R2,-1.6770650967558893
SSEN-280302202004,Persistence,R2,-2.3608178821729155
SSEN-280300546001,Persistence,R2,-1.6330324466935133
SSEN-280300546002,Persistence,R2,-1.671563186538144
SSEN-280301212002,Persistence,R2,-2.3284460691171973
SSEN-281200322004,Persistence,R2,-1.4171484141920554
SSEN-280700308001,Persistence,R2,-2.541065802120542
SSEN-281601003003,Persistence,R2,-2.0828697187214917
SSEN-281200302002,Persistence,R2,-1.653276812061835
SSEN-280300622003,Persistence,R2,-1.5898789931841195
SSEN-282201048001,Persistence,R2,-1.6754797773817711
SSEN-282201048002,Persistence,R2,-1.957130875952942
SSEN-251200404002,Persistence,R2,-1.5445498915033316
SSEN-281200252003,Persistence,R2,-1.6017933576205192
SSEN-251200807005,Persistence,R2,-2.264537467060327
SSEN-281800408003,Persistence,R2,-2.0023869759906936
SSEN-251200407003,Persistence,R2,-3.6148681156299816
SSEN-251200703504,Persistence,R2,-1.832189454085979
SSEN-250800604001,Persistence,R2,-2.1006843388353635
SSEN-251200309002,Persistence,R2,-2.3156202750723143
SSEN-280700346003,Persistence,R2,-2.0132187327068456
SSEN-251101019002,Persistence,R2,-1.468160571689444
SSEN-281101318001,Persistence,R2,-3.2449937159320887
SSEN-251201308001,Persistence,R2,-2.1383012603211204
SSEN-280300512005,Persistence,R2,-1.602730679083097
SSEN-281200320001,Persistence,R2,-1.8805141640530807
SSEN-282202806001,Persistence,R2,-3.0596017876070247
SSEN-250101504201,Persistence,R2,-1.4029307877591624
SSEN-280300114003,Persistence,R2,-2.0289456262413417
SSEN-250802301003,Persistence,R2,-1.6516700147469323
SSEN-282201050007,Persistence,R2,-1.5430012880121873
SSEN-280301206005,Persistence,R2,-1.855892034240711
SSEN-280302216002,Persistence,R2,-4.927407644582369
SSEN-282200207001,Persistence,R2,-1.454676845510107
SSEN-280700202002,Persistence,R2,-1.8275918535379656
SSEN-251200308001,Persistence,R2,-1.4044787771202807
SSEN-280800226004,Persistence,R2,-1.5169133810971807
SSEN-280700326002,Persistence,R2,-1.5550968994853074
SSEN-280300548002,Persistence,R2,-1.9002134818837302
SSEN-280300620004,Persistence,R2,-2.308020728421658
SSEN-280700520004,Persistence,R2,-2.1456757480023447
SSEN-281600606001,Persistence,R2,-2.170869450440394
SSEN-250101616503,Persistence,R2,-1.8578079142060195
SSEN-251200312001,Persistence,R2,-1.647489599304552
SSEN-251200312002,Persistence,R2,-2.144205496104063
SSEN-251101002005,Persistence,R2,-2.204391316436705
SSEN-281200212001,Persistence,R2,-1.6288408884171486
SSEN-281101324001,Persistence,R2,-2.875729671024628
SSEN-280700614005,Persistence,R2,-1.8402469480958494
SSEN-280800714001,Persistence,R2,-1.4383553502255193
SSEN-280961109502,Persistence,R2,-2.1179603262660174
SSEN-252901212003,Persistence,R2,-1.5790778459326495
SSEN-282200938002,Persistence,R2,-3.2531946260414832
SSEN-280300410003,Persistence,R2,-1.6263623293932121
SSEN-280300406001,Persistence,R2,-1.9357954162769913
SSEN-282201132005,Persistence,R2,-2.9227994629672285
SSEN-280800718003,Persistence,R2,-1.6561147216905443
SSEN-280300627001,Persistence,R2,-1.873617506055973
SSEN-281200501003,Persistence,R2,-1.4052199183144682
SSEN-281200501004,Persistence,R2,-2.4039435128024103
SSEN-280800108001,Persistence,R2,-5.770011550632618
SSEN-251100402005,Persistence,R2,-3.5027225350801796
SSEN-281200238001,Persistence,R2,-1.481981827468812
SSEN-280960201004,Persistence,R2,-2.7270149258015954
SSEN-281600801004,Persistence,R2,-1.4459577802011307
SSEN-280700208001,Persistence,R2,-2.4434635391256814
SSEN-280700208003,Persistence,R2,-1.4648691956587694
SSEN-281800907001,Persistence,R2,-2.5441410163364786
SSEN-280300112003,Persistence,R2,-4.001736614164125
SSEN-280700603002,Persistence,R2,-1.533427625370754
SSEN-280700603006,Persistence,R2,-1.6986034091493312
SSEN-251100208006,Persistence,R2,-1.840377605158916
SSEN-280700204004,Persistence,R2,-3.01072775454994
SSEN-280301810003,Persistence,R2,-2.533926252679549
SSEN-280800106002,Prophet,MSE,1739459141352127.0
SSEN-280800106001,Prophet,MSE,13729631.273862004
SSEN-282202803004,Prophet,MSE,58443768.06676289
SSEN-282202803001,Prophet,MSE,32516040.14848562
SSEN-282202403001,Prophet,MSE,15557621.411342269
SSEN-282201106004,Prophet,MSE,8241469210304055.0
SSEN-282201106001,Prophet,MSE,13344061.360347582
SSEN-282201106002,Prophet,MSE,16296090.495390777
SSEN-280302213002,Prophet,MSE,20968718.180811893
SSEN-281800504002,Prophet,MSE,2373961697917800.0
SSEN-280301604003,Prophet,MSE,30642062.561947215
SSEN-280961202601,Prophet,MSE,17676977.722324915
SSEN-280700102001,Prophet,MSE,64087796.72512717
SSEN-252901206003,Prophet,MSE,4.209319896062147e+18
SSEN-282200516001,Prophet,MSE,17619670.385201056
SSEN-252100814003,Prophet,MSE,42298283.2642698
SSEN-250101609505,Prophet,MSE,15551657.570192248
SSEN-280800604001,Prophet,MSE,12591798.935392242
SSEN-251200212704,Prophet,MSE,3868427740105738.5
SSEN-282200409701,Prophet,MSE,49429201.17057382
SSEN-282200920002,Prophet,MSE,14934538.517541463
SSEN-281600402001,Prophet,MSE,30961641.03658532
SSEN-280800127502,Prophet,MSE,18308357.46061601
SSEN-281600510003,Prophet,MSE,18380686.92873595
SSEN-281600510002,Prophet,MSE,16662575.912148213
SSEN-251100913003,Prophet,MSE,51263853.32008224
SSEN-282201018001,Prophet,MSE,18901072.009486813
SSEN-280301604301,Prophet,MSE,15914673.418439936
SSEN-280301608002,Prophet,MSE,30140909.98745894
SSEN-282202618004,Prophet,MSE,12791847.702340813
SSEN-280302008001,Prophet,MSE,13592826.13201972
SSEN-281200240002,Prophet,MSE,13261346.495462706
SSEN-280500604001,Prophet,MSE,31528685.67766363
SSEN-280460408005,Prophet,MSE,30125665.210822508
SSEN-280300832002,Prophet,MSE,15794986.40089885
SSEN-281200216001,Prophet,MSE,21494295.020191796
SSEN-281800708002,Prophet,MSE,21856812.891230743
SSEN-251101114004,Prophet,MSE,17625209.455473524
SSEN-251101114003,Prophet,MSE,12844190.481565664
SSEN-252900230005,Prophet,MSE,26778491.077648878
SSEN-250101612503,Prophet,MSE,12210532.783279005
SSEN-281600602005,Prophet,MSE,363985237353865.2
SSEN-190900632003,Prophet,MSE,12850364.86660686
SSEN-280700508002,Prophet,MSE,16551401.15554482
SSEN-280960203001,Prophet,MSE,21869065.44227216
SSEN-280302208002,Prophet,MSE,24721100.508831866
SSEN-281800909001,Prophet,MSE,16500816.095119903
SSEN-251201301002,Prophet,MSE,7132045364743858.0
SSEN-250100501201,Prophet,MSE,19305492.96845808
SSEN-280800202002,Prophet,MSE,18822879.403509337
SSEN-282202615003,Prophet,MSE,1309001854045996.8
SSEN-282200824601,Prophet,MSE,63237873.031654336
SSEN-280460106002,Prophet,MSE,17254137.537076194
SSEN-280460106001,Prophet,MSE,11967537.470705684
SSEN-251201419002,Prophet,MSE,3.758467797030421e+17
SSEN-251201419006,Prophet,MSE,22378719.980685238
SSEN-280300628003,Prophet,MSE,12108419.277683003
SSEN-282200203002,Prophet,MSE,14379324.988532677
SSEN-281101608007,Prophet,MSE,17050255.75000319
SSEN-281200236003,Prophet,MSE,13035144.367418477
SSEN-281800236001,Prophet,MSE,14139932.324569399
SSEN-251200813002,Prophet,MSE,14522624.76369998
SSEN-251201202004,Prophet,MSE,23451214.948500145
SSEN-280700108001,Prophet,MSE,22811570.03866636
SSEN-280300623002,Prophet,MSE,18641129.479011018
SSEN-280300208002,Prophet,MSE,34010907.67009379
SSEN-252801206001,Prophet,MSE,20917769.81463222
SSEN-251201412003,Prophet,MSE,12697924.573991053
SSEN-282200823501,Prophet,MSE,18412773.147438496
SSEN-282202608001,Prophet,MSE,47062773.3117226
SSEN-281601110002,Prophet,MSE,12072969.405260228
SSEN-281800406001,Prophet,MSE,13698386.856693266
SSEN-281800410001,Prophet,MSE,19645234.74173603
SSEN-251100919002,Prophet,MSE,29772865.204322852
SSEN-251100919005,Prophet,MSE,48871840.8893763
SSEN-252901514003,Prophet,MSE,16040945.039465988
SSEN-251200809002,Prophet,MSE,15777895.37655294
SSEN-280700104002,Prophet,MSE,12162913.559913239
SSEN-281801104003,Prophet,MSE,1.8764484972811268e+16
SSEN-282201602001,Prophet,MSE,12741533.297113683
SSEN-282202612004,Prophet,MSE,20485013.697805744
SSEN-282202612001,Prophet,MSE,14277863.029360475
SSEN-280301004002,Prophet,MSE,21898617.302005038
SSEN-280960707203,Prophet,MSE,12144400.706660233
SSEN-280300838003,Prophet,MSE,35252623.66653108
SSEN-280460402005,Prophet,MSE,25358485.215949293
SSEN-252600510002,Prophet,MSE,24674387.59369147
SSEN-282200546001,Prophet,MSE,25473448.548257392
SSEN-280960710203,Prophet,MSE,25247392.390346974
SSEN-280960710201,Prophet,MSE,14773122.929657271
SSEN-280700345003,Prophet,MSE,29088484.124189332
SSEN-281200318001,Prophet,MSE,17423652.330270134
SSEN-281600608003,Prophet,MSE,16718288.461436912
SSEN-190900638005,Prophet,MSE,1.3546711993852034e+16
SSEN-250460606001,Prophet,MSE,13196990.791725453
SSEN-250460606004,Prophet,MSE,16615599.186642403
SSEN-280302214003,Prophet,MSE,20600373.95317379
SSEN-280700328002,Prophet,MSE,12089704.218544409
SSEN-280301212005,Prophet,MSE,31707905.730159383
SSEN-282202804002,Prophet,MSE,24459584.050715566
SSEN-280300842001,Prophet,MSE,12229324.228343574
SSEN-252900918001,Prophet,MSE,13321929.103166167
SSEN-281600612003,Prophet,MSE,16333192.182736425
SSEN-251101112005,Prophet,MSE,1.5517784758880682e+16
SSEN-281201006001,Prophet,MSE,42281230.38160399
SSEN-250101710505,Prophet,MSE,1.0026996473908094e+16
SSEN-281200302005,Prophet,MSE,12444578.912271824
SSEN-281601111002,Prophet,MSE,14243860.177461687
SSEN-252900236001,Prophet,MSE,13447905.201932698
SSEN-252801207001,Prophet,MSE,28564422.016124073
SSEN-252801207003,Prophet,MSE,19000912.596186984
SSEN-280500510004,Prophet,MSE,404084542488759.7
SSEN-251200804003,Prophet,MSE,11989203.285337724
SSEN-251200804002,Prophet,MSE,30549966.868084647
SSEN-251100502001,Prophet,MSE,13316280.29999278
SSEN-280500414001,Prophet,MSE,13134769.083415432
SSEN-251100612002,Prophet,MSE,28794236.508464634
SSEN-281201005001,Prophet,MSE,37328351.39257985
SSEN-251200305002,Prophet,MSE,21633963.51875507
SSEN-281200252003,Prophet,MSE,32726725.838282872
SSEN-281101504001,Prophet,MSE,31686426.56726677
SSEN-252801204001,Prophet,MSE,29184439.902036678
SSEN-280960801501,Prophet,MSE,41686445.75642862
SSEN-251200807001,Prophet,MSE,12577060.713330224
SSEN-281600902001,Prophet,MSE,15214476.758968052
SSEN-281800214004,Prophet,MSE,13406489.995363204
SSEN-281800214001,Prophet,MSE,12433578.430442723
SSEN-282202201001,Prophet,MSE,19431383.88440031
SSEN-282202606003,Prophet,MSE,15541017.311136981
SSEN-280960705202,Prophet,MSE,12811315.669354988
SSEN-280960905703,Prophet,MSE,12653263.908736635
SSEN-280700215001,Prophet,MSE,2151580565.8586555
SSEN-281601108004,Prophet,MSE,12144806.79675211
SSEN-280700346004,Prophet,MSE,17273975.55187145
SSEN-282200504004,Prophet,MSE,44737401.18237893
SSEN-280460416005,Prophet,MSE,1.1645551995373138e+18
SSEN-280460416001,Prophet,MSE,16630346.123512054
SSEN-281101318002,Prophet,MSE,15016295.433828702
SSEN-282200928005,Prophet,MSE,27407637.905153066
SSEN-281800405001,Prophet,MSE,19701049.691949688
SSEN-250802301001,Prophet,MSE,20318939.907227
SSEN-281800106001,Prophet,MSE,5.014036616736945e+18
SSEN-281800413001,Prophet,MSE,12164257.58049656
SSEN-280302216002,Prophet,MSE,236227821282.2421
SSEN-282201046004,Prophet,MSE,1316542255836033.0
SSEN-282201046002,Prophet,MSE,17638843.958745304
SSEN-251100608502,Prophet,MSE,16237487.305306213
SSEN-251100609001,Prophet,MSE,16782024.13055083
SSEN-280700310002,Prophet,MSE,13100653.634691915
SSEN-280700214001,Prophet,MSE,14706380.504489189
SSEN-282200544002,Prophet,MSE,16767249.362501586
SSEN-251100920003,Prophet,MSE,13642980.548206711
SSEN-252600904001,Prophet,MSE,1518974928473514.5
SSEN-250101206001,Prophet,MSE,15491144.809750717
SSEN-251200810001,Prophet,MSE,16258535.307096578
SSEN-251200406004,Prophet,MSE,21469767.15963802
SSEN-282200837001,Prophet,MSE,13845355.871265985
SSEN-280700326002,Prophet,MSE,32274131.70085336
SSEN-280700326001,Prophet,MSE,13694532.841624193
SSEN-280300118002,Prophet,MSE,13296579.744612744
SSEN-281800409005,Prophet,MSE,12732764.110652145
SSEN-281800409004,Prophet,MSE,54949495.46839571
SSEN-280700330001,Prophet,MSE,20207043.80969623
SSEN-250460126003,Prophet,MSE,13923037.49798915
SSEN-252901720002,Prophet,MSE,5772663596882954.0
SSEN-252901130007,Prophet,MSE,19505167.261928473
SSEN-251200312002,Prophet,MSE,21332893.656936385
SSEN-282000444004,Prophet,MSE,21450944.857027438
SSEN-280700218002,Prophet,MSE,12776675.36106393
SSEN-280300708001,Prophet,MSE,28744001.63901257
SSEN-281200212003,Prophet,MSE,14999836.297562253
SSEN-281800130001,Prophet,MSE,14324545.345129773
SSEN-281800212004,Prophet,MSE,2.0379749226405384e+16
SSEN-280460406001,Prophet,MSE,21094445.408078328
SSEN-280700301001,Prophet,MSE,18594534.395310845
SSEN-280700614003,Prophet,MSE,12592045.52724114
SSEN-282202616002,Prophet,MSE,12867769.50982148
SSEN-250100810202,Prophet,MSE,18881629.787953876
SSEN-250100810201,Prophet,MSE,16646128.467178524
SSEN-282201128003,Prophet,MSE,18597450.06995546
SSEN-282201128002,Prophet,MSE,14479340.967982426
SSEN-251101208004,Prophet,MSE,15077815.295055002
SSEN-252901510002,Prophet,MSE,16893280.19243441
SSEN-281101308001,Prophet,MSE,23604706.99342716
SSEN-280800129502,Prophet,MSE,15420972.611953188
SSEN-252601001002,Prophet,MSE,17890688.406162225
SSEN-282202801001,Prophet,MSE,15117012.176907696
SSEN-251200709502,Prophet,MSE,13032615.604699656
SSEN-281800510005,Prophet,MSE,11991131.983233122
SSEN-280300514001,Prophet,MSE,13322245.201548817
SSEN-280300830003,Prophet,MSE,11977504.953912277
SSEN-282201132002,Prophet,MSE,18055902.99229046
SSEN-281300120003,Prophet,MSE,12001952.850155927
SSEN-281601114001,Prophet,MSE,22656152.871170256
SSEN-282200918001,Prophet,MSE,20467117.7186864
SSEN-250101703502,Prophet,MSE,76232481.79449576
SSEN-250101703504,Prophet,MSE,12923345.153088417
SSEN-281601102002,Prophet,MSE,31838771.070376635
SSEN-282200522001,Prophet,MSE,13357853.896424763
SSEN-282200522002,Prophet,MSE,13434086.543344399
SSEN-280300109004,Prophet,MSE,15832359.830214856
SSEN-281101312001,Prophet,MSE,16725853.944317965
SSEN-282200922008,Prophet,MSE,14065490.031216634
SSEN-251100402005,Prophet,MSE,13660777.71347432
SSEN-251100402001,Prophet,MSE,15352293.099789284
SSEN-251200211502,Prophet,MSE,17439896.74592445
SSEN-251100906004,Prophet,MSE,15802193.048437234
SSEN-251100205501,Prophet,MSE,22749968.191286042
SSEN-251100205504,Prophet,MSE,21330934.677664265
SSEN-252801203001,Prophet,MSE,15223779.43135397
SSEN-282200630004,Prophet,MSE,21972382.277901117
SSEN-281800618001,Prophet,MSE,12007635.282359501
SSEN-281800618003,Prophet,MSE,24272929.127362352
SSEN-281800618004,Prophet,MSE,11933079.769064654
SSEN-280300703502,Prophet,MSE,12572413.77326908
SSEN-281800907002,Prophet,MSE,25529119.25370012
SSEN-281800116001,Prophet,MSE,17909135.945443746
SSEN-281200234001,Prophet,MSE,14460461.303137124
SSEN-281800403001,Prophet,MSE,12148725.88762274
SSEN-250802307002,Prophet,MSE,13679448.246259103
SSEN-280700506006,Prophet,MSE,12190566.886877876
SSEN-282201017003,Prophet,MSE,24240196.818470046
SSEN-282201017004,Prophet,MSE,12541198.091406502
SSEN-280700603007,Prophet,MSE,12606175.410737406
SSEN-280700212002,Prophet,MSE,24756399.162571657
SSEN-280700212004,Prophet,MSE,13986300.702432098
SSEN-282202601001,Prophet,MSE,13980721.755782617
SSEN-280800715004,Prophet,MSE,34786181.36430401
SSEN-250460116003,Prophet,MSE,13762462.63322313
SSEN-250460116001,Prophet,MSE,19166339.429022346
SSEN-251101008003,Prophet,MSE,13097197.837452326
SSEN-251101008002,Prophet,MSE,14377997.219270397
SSEN-281200218002,Prophet,MSE,15716584.394657811
SSEN-282200542001,Prophet,MSE,13114303.078936934
SSEN-280301810001,Prophet,MSE,15259912.509740736
SSEN-280800106002,Prophet,RMSE,41706823.67853163
SSEN-282202803004,Prophet,RMSE,7644.852390122577
SSEN-282202803001,Prophet,RMSE,5702.283766043709
SSEN-282201106004,Prophet,RMSE,90782538.0252395
SSEN-280302213002,Prophet,RMSE,4579.161296658144
SSEN-281800504002,Prophet,RMSE,48723317.80490528
SSEN-280301604003,Prophet,RMSE,5535.527306584912
SSEN-280961202601,Prophet,RMSE,4204.399805242708
SSEN-280700102001,Prophet,RMSE,8005.485414709539
SSEN-252901206003,Prophet,RMSE,2051662714.9856155
SSEN-282200516001,Prophet,RMSE,4197.579110058684
SSEN-252100814003,Prophet,RMSE,6503.713036740613
SSEN-251200212704,Prophet,RMSE,62196685.92542322
SSEN-282200409701,Prophet,RMSE,7030.590385634327
SSEN-281600402001,Prophet,RMSE,5564.318559948318
SSEN-280800127502,Prophet,RMSE,4278.826645310138
SSEN-281600510003,Prophet,RMSE,4287.2703353924335
SSEN-251100913003,Prophet,RMSE,7159.878024106433
SSEN-282201018001,Prophet,RMSE,4347.536314912943
